bolig_id;addr;vej;zip;pris;energi;type;kvm;ejerudg;grund;vaer;liggetid;alder
16026dbc-4a78-43bf-bfab-2bfefd954bf7;/adresse/flintholmvaenget-21-5230-odense-m;Flintholmvænget 215230 Odense M;5230 Odense M;3.145.000,00 kr.;Energimærke D;Villa;150 m²;Ejerudg. 2.727 kr./md;Grund 738 m²;5 Vær.;14 dage;Opført 1965
13b36ae3-2cc4-49ad-b158-ee14b75ed437;/adresse/graekenlandsvej-152-2300-koebenhavn-s;Grækenlandsvej 1522300 København S;2300 København S;11.995.000,00 kr.;Energimærke A2015;Villa;180 m²;Ejerudg. 8.498 kr./md;Grund 592 m²;6 Vær.;14 dage;Opført 2018
bd6208f5-053b-4cfb-860e-509fdc8feaf1;/adresse/gammel-hoejmevej-111-5250-odense-sv;Gammel Højmevej 111Højme, 5250 Odense SV;Højme, 5250 Odense SV;1.695.000,00 kr.;Energimærke D;Villa;140 m²;Ejerudg. 1.732 kr./md;Grund 709 m²;5 Vær.;14 dage;Opført 1939
37acb53d-edef-4149-817f-609762ca527b;/adresse/rungsted-strandvej-73a-2960-rungsted-kyst;Rungsted Strandvej 73A2960 Rungsted Kyst;2960 Rungsted Kyst;9.000.000,00 kr.;Energimærke D;Villa;210 m²;Ejerudg. 9.340 kr./md;Grund 1.255 m²;7 Vær.;14 dage;Opført 1958
89f809e4-4701-4b69-8ea5-0fd284245ad8;/adresse/aadalsvej-60-0-tv-3600-frederikssund;Ådalsvej 60, st. tv.3600 Frederikssund;3600 Frederikssund;2.249.000,00 kr.;Energimærke D;Ejerlejlighed;82 m²;Ejerudg. 4.273 kr./md;Grund - m²;4 Vær.;14 dage;Opført 1964
82eacfaf-1219-4561-a87c-6466c3416744;/adresse/drabaek-huse-85-3450-alleroed;Drabæk Huse 853450 Allerød;3450 Allerød;4.575.000,00 kr.;Energimærke A2015;Rækkehus;124 m²;Ejerudg. 4.026 kr./md;Grund 214 m²;4 Vær.;14 dage;Opført 2018
35baa8b7-240e-490e-b50e-cba1c5716736;/adresse/hoejkolvej-47-8210-aarhus-v;Højkolvej 47Hasle, 8210 Aarhus V;Hasle, 8210 Aarhus V;4.945.000,00 kr.;Energimærke D;Villa;121 m²;Ejerudg. 3.582 kr./md;Grund 606 m²;5 Vær.;14 dage;Opført 1952
ae6e9231-a864-4756-9ee9-3086db2dd055;/adresse/havretoften-24-5700-svendborg;Havretoften 245700 Svendborg;5700 Svendborg;1.650.000,00 kr.;Energimærke C;Rækkehus;84 m²;Ejerudg. 1.495 kr./md;Grund 333 m²;3 Vær.;14 dage;Opført 1975
3f068636-302e-473a-a787-39f89f40f130;/adresse/eng-ager-11-3250-gilleleje;Eng-Ager 11Udsholt, 3250 Gilleleje;Udsholt, 3250 Gilleleje;2.595.000,00 kr.;Intet energimærke;Fritidsbolig;86 m²;Ejerudg. 2.387 kr./md;Grund 1.234 m²;3 Vær.;14 dage;Opført 1968
8eba1881-c3b4-4a3e-9735-c834c89a2f8b;/adresse/skansevej-33-3400-hilleroed;Skansevej 333400 Hillerød;3400 Hillerød;3.495.000,00 kr.;Energimærke E;Villa;124 m²;Ejerudg. 3.772 kr./md;Grund 897 m²;5 Vær.;14 dage;Opført 1913
654cd435-63ea-4bce-aaec-91102988056e;/adresse/strandgade-47-0-th-3000-helsingoer;Strandgade 47, st. th.3000 Helsingør;3000 Helsingør;1.650.000,00 kr.;Energimærke D;Ejerlejlighed;61 m²;Ejerudg. 3.451 kr./md;Grund - m²;2 Vær.;14 dage;Opført 1775
b4231e03-c4e7-4db1-a4ac-721c62d986c5;/adresse/nyborgvej-61-3-th-5000-odense-c;Nyborgvej 61, 3. th.5000 Odense C;5000 Odense C;2.695.000,00 kr.;Energimærke A2015;Ejerlejlighed;93 m²;Ejerudg. 2.690 kr./md;Grund - m²;3 Vær.;14 dage;Opført 2019
78716982-5fe2-49da-a2d6-84ab3c479396;/adresse/rulkehoejen-4-5260-odense-s;Rulkehøjen 4Hjallese, 5260 Odense S;Hjallese, 5260 Odense S;2.495.000,00 kr.;Energimærke D;Villa;185 m²;Ejerudg. 2.499 kr./md;Grund 713 m²;6 Vær.;14 dage;Opført 1969
27c14096-343e-41cb-a252-14d2d4d66442;/adresse/oestergade-42-1-2-8000-aarhus-c;Østergade 42, 1. 2.8000 Aarhus C;8000 Aarhus C;2.595.000,00 kr.;Energimærke B;Ejerlejlighed;66 m²;Ejerudg. 2.982 kr./md;Grund - m²;3 Vær.;14 dage;Opført 1958
67d2eb9a-261f-4a2f-867d-5f0752c6dced;/adresse/grejsdalsvej-6-7100-vejle;Grejsdalsvej 67100 Vejle;7100 Vejle;8.495.000,00 kr.;Energimærke C;Villa;245 m²;Ejerudg. 3.686 kr./md;Grund 825 m²;7 Vær.;14 dage;Opført 1908
a0fc0e4a-dfd5-4725-8ca5-d4ba75f4110d;/adresse/minkemarkvej-28-4300-holbaek;Minkemarkvej 28Tuse Næs, 4300 Holbæk;Tuse Næs, 4300 Holbæk;2.495.000,00 kr.;Intet energimærke;Fritidsbolig;107 m²;Ejerudg. 1.816 kr./md;Grund 2.547 m²;4 Vær.;14 dage;Opført 1963
70ca3b11-0752-4b4b-b69c-b7b451943c8f;/adresse/eremitageparken-215-2-b-2800-kongens-lyngby;Eremitageparken 215, 2. b.2800 Kongens Lyngby;2800 Kongens Lyngby;2.095.000,00 kr.;Energimærke C;Ejerlejlighed;62 m²;Ejerudg. 3.908 kr./md;Grund - m²;2 Vær.;14 dage;Opført 1972
33ae6249-2bc9-4dc6-860c-cab211576c0b;/adresse/lille-soestraede-9-3700-roenne;Lille Søstræde 9Rønne, 3700 Rønne;Rønne, 3700 Rønne;965.000,00 kr.;Energimærke E;Rækkehus;64 m²;Ejerudg. 1.204 kr./md;Grund 79 m²;2 Vær.;14 dage;Opført 1850
29633373-1ae9-4c4d-9a79-b1924ad3e19d;/adresse/nordre-fasanvej-82-2-th-2000-frederiksberg;Nordre Fasanvej 82, 2. th.2000 Frederiksberg;2000 Frederiksberg;6.495.000,00 kr.;Intet energimærke;Ejerlejlighed;102 m²;Ejerudg. 5.175 kr./md;Grund - m²;4 Vær.;14 dage;Opført 1932
2a38840f-3d04-485f-9ed9-4c825738a3cf;/adresse/nybrovej-131-2800-kongens-lyngby;Nybrovej 1312800 Kongens Lyngby;2800 Kongens Lyngby;7.200.000,00 kr.;Energimærke D;Villa;156 m²;Ejerudg. 6.432 kr./md;Grund 623 m²;7 Vær.;14 dage;Opført 1937
361821bf-f064-49be-88d2-911a307a529b;/adresse/jaegersborgvej-56b-2800-kongens-lyngby;Jægersborgvej 56B2800 Kongens Lyngby;2800 Kongens Lyngby;7.395.000,00 kr.;Energimærke D;Villa;148 m²;Ejerudg. 6.217 kr./md;Grund 1.104 m²;6 Vær.;14 dage;Opført 1959
a90bc675-627d-4a50-b1ba-88be9c018799;/adresse/st-magleby-strandvej-57-2791-dragoer;St Magleby Strandvej 572791 Dragør;2791 Dragør;5.498.000,00 kr.;Energimærke D;Villa;134 m²;Ejerudg. 3.746 kr./md;Grund 714 m²;5 Vær.;14 dage;Opført 1976
76a3c7c2-b578-409c-a92d-63dbfcde3038;/adresse/salsmosevej-10-3660-stenloese;Salsmosevej 103660 Stenløse;3660 Stenløse;5.500.000,00 kr.;Energimærke D;Landejendom;268 m²;Ejerudg. 4.866 kr./md;Grund 34.888 m²;10 Vær.;14 dage;Opført 1880
3b172fd9-9273-4dfd-9b96-8b59130f199c;/adresse/loenne-feriepark-116-6830-noerre-nebel;Lønne Feriepark 116Lønne, 6830 Nørre Nebel;Lønne, 6830 Nørre Nebel;1.425.000,00 kr.;Intet energimærke;Fritidsbolig;84 m²;Ejerudg. 3.881 kr./md;Grund 350 m²;4 Vær.;14 dage;Opført 2005
d1e8c35d-9a9c-418f-adeb-a2989f0367f3;/adresse/stadion-alle-9-6621-gesten;Stadion Alle 96621 Gesten;6621 Gesten;1.495.000,00 kr.;Energimærke C;Villa;231 m²;Ejerudg. 1.770 kr./md;Grund 1.106 m²;8 Vær.;14 dage;Opført 1959
a3af1eaa-ab1b-4ae0-a782-6ee4385a7a59;/adresse/lillenorvej-71-8340-malling;Lillenorvej 718340 Malling;8340 Malling;3.295.000,00 kr.;Energimærke C;Villa;210 m²;Ejerudg. 4.285 kr./md;Grund 1.109 m²;6 Vær.;14 dage;Opført 1827
2b65842e-b70e-4937-869e-15f050ba7994;/adresse/aalandsgade-3-0-th-2300-koebenhavn-s;Ålandsgade 3, st. th.2300 København S;2300 København S;2.495.000,00 kr.;Energimærke D;Ejerlejlighed;49 m²;Ejerudg. 2.850 kr./md;Grund - m²;2 Vær.;14 dage;Opført 1901
8e4318ee-22e3-4f2e-ace2-85185752798a;/adresse/kirkeskellet-3-2605-broendby;Kirkeskellet 32605 Brøndby;2605 Brøndby;3.995.000,00 kr.;Energimærke C;Villa;119 m²;Ejerudg. 3.274 kr./md;Grund 841 m²;5 Vær.;14 dage;Opført 1960
fd8ee84c-4d34-4865-b18b-352228acc54a;/adresse/rungstedvej-4-1-11-2970-hoersholm;Rungstedvej 4, 1. 11.2970 Hørsholm;2970 Hørsholm;3.995.000,00 kr.;Energimærke C;Ejerlejlighed;120 m²;Ejerudg. 4.811 kr./md;Grund - m²;4 Vær.;14 dage;Opført 1996
72e1b1e9-ef48-4167-82f6-21da0cd032f2;/adresse/dronningens-vaenge-4-0-th-2800-kongens-lyngby;Dronningens Vænge 4, st. th.2800 Kongens Lyngby;2800 Kongens Lyngby;4.650.000,00 kr.;Energimærke C;Ejerlejlighed;79 m²;Ejerudg. 5.574 kr./md;Grund - m²;2 Vær.;14 dage;Opført 2000
f519424f-9a2a-4b0e-a276-c7d71be90f05;/adresse/ulrikkenborg-plads-10b-3-th-2800-kongens-lyngby;Ulrikkenborg Plads 10B, 3. th.2800 Kongens Lyngby;2800 Kongens Lyngby;3.495.000,00 kr.;Energimærke C;Ejerlejlighed;80 m²;Ejerudg. 4.696 kr./md;Grund - m²;3 Vær.;14 dage;Opført 1952
ea21b157-a2a2-4346-a418-f95769c2a114;/adresse/martensens-alle-13-0-tv-1828-frederiksberg-c;Martensens Alle 13, st. tv.1828 Frederiksberg C;1828 Frederiksberg C;5.517.968,00 kr.;Energimærke C;Andelsbolig;107 m²;Ydelse 3.992 kr./md;Grund - m²;3 Vær.;14 dage;Opført 1898
0678342e-01bb-417b-b2c4-f23353f38410;/adresse/rungstedvej-4-2-21-2970-hoersholm;Rungstedvej 4, 2. 21.2970 Hørsholm;2970 Hørsholm;3.695.000,00 kr.;Energimærke C;Ejerlejlighed;87 m²;Ejerudg. 3.424 kr./md;Grund - m²;3 Vær.;14 dage;Opført 1996
bb47c30b-5e6a-4a4d-8d45-3f36d9945e68;/adresse/hedeskovvej-22-8520-lystrup;Hedeskovvej 228520 Lystrup;8520 Lystrup;4.295.000,00 kr.;Energimærke D;Villa;156 m²;Ejerudg. 3.120 kr./md;Grund 800 m²;6 Vær.;14 dage;Opført 1964
291a656e-775f-41ea-8e3a-04c5b866a7bd;/adresse/skomagergade-21-2-322-4000-roskilde;Skomagergade 21, 2. 322.4000 Roskilde;4000 Roskilde;1.200.000,00 kr.;Energimærke C;Ejerlejlighed;41 m²;Ejerudg. 2.832 kr./md;Grund - m²;1 Vær.;14 dage;Opført 1975
33a0ae0f-9253-4cf5-8705-6734f75a5ad9;/adresse/sandhagen-19-4300-holbaek;Sandhagen 19Kisserup, 4300 Holbæk;Kisserup, 4300 Holbæk;1.195.000,00 kr.;Intet energimærke;Fritidsbolig;61 m²;Ejerudg. 1.329 kr./md;Grund 1.221 m²;4 Vær.;14 dage;Opført 1969
a8c5b011-9f54-4af5-ae45-43101a3f3cf3;/adresse/groenningen-2-5330-munkebo;Grønningen 25330 Munkebo;5330 Munkebo;1.350.000,00 kr.;Energimærke F;Villa;136 m²;Ejerudg. 1.898 kr./md;Grund 1.147 m²;5 Vær.;14 dage;Opført 1972
8b227665-3395-438f-8d21-baf41f44d441;/adresse/kongeportsvej-39-9640-farsoe;Kongeportsvej 39Ertebølle, 9640 Farsø;Ertebølle, 9640 Farsø;1.245.000,00 kr.;Intet energimærke;Fritidsbolig;80 m²;Ejerudg. 1.452 kr./md;Grund 5.535 m²;4 Vær.;14 dage;Opført 1967
6b19dc17-c7a7-48ad-b7c3-7ef51c81b605;/adresse/skejbygaardsvej-62-0-tv-8240-risskov;Skejbygårdsvej 62, st. tv.8240 Risskov;8240 Risskov;1.498.000,00 kr.;Energimærke C;Ejerlejlighed;46 m²;Ejerudg. 2.224 kr./md;Grund - m²;1 Vær.;14 dage;Opført 1986
67e9cf1d-87ad-440b-93a7-ce13b61ee534;/adresse/kysthaven-46-7130-juelsminde;Kysthaven 46Klakring, 7130 Juelsminde;Klakring, 7130 Juelsminde;3.075.000,00 kr.;Energimærke A2015;Villa;150 m²;Ejerudg. 2.301 kr./md;Grund 872 m²;5 Vær.;14 dage;Opført 1200
1dc80b33-67d0-4091-9bfd-f2833db5b478;/adresse/skyttehusgade-15b-7100-vejle;Skyttehusgade 15B7100 Vejle;7100 Vejle;745.000,00 kr.;Energimærke C;Andelsbolig;121 m²;Ydelse 8.172 kr./md;Grund - m²;3 Vær.;14 dage;Opført 1921
0feb3c8a-5ead-4767-9dbe-008c4df05d6f;/adresse/soebyen-12-4-th-8660-skanderborg;Søbyen 12, 4. th.8660 Skanderborg;8660 Skanderborg;6.995.000,00 kr.;Energimærke A2015;Ejerlejlighed;171 m²;Ejerudg. 5.155 kr./md;Grund - m²;4 Vær.;14 dage;Opført 2016
1e158de7-16e6-417f-8508-c9721eb933a7;/adresse/strandlund-27-2920-charlottenlund;Strandlund 272920 Charlottenlund;2920 Charlottenlund;11.695.000,00 kr.;Energimærke D;Ejerlejlighed;115 m²;Ejerudg. 9.429 kr./md;Grund - m²;4 Vær.;14 dage;Opført 1979
67be84d9-8360-48dc-bac0-5121feb8b462;/adresse/doktorparken-42-9230-svenstrup-j;Doktorparken 429230 Svenstrup J;9230 Svenstrup J;2.395.000,00 kr.;Energimærke B;Villa;178 m²;Ejerudg. 1.762 kr./md;Grund 888 m²;5 Vær.;14 dage;Opført 1976
14f3df3b-6b34-4670-bf94-8108579f5972;/adresse/groefthoejparken-151-0-2-8260-viby-j;Grøfthøjparken 151, st. 2.8260 Viby J;8260 Viby J;1.750.000,00 kr.;Energimærke C;Ejerlejlighed;108 m²;Ejerudg. 3.103 kr./md;Grund - m²;3 Vær.;14 dage;Opført 1969
09e76799-96dd-4dd1-9cd5-92bca00c1e9f;/adresse/gunvaldsvej-11-8660-skanderborg;Gunvaldsvej 11Gram, 8660 Skanderborg;Gram, 8660 Skanderborg;3.695.000,00 kr.;Energimærke C;Villa;155 m²;Ejerudg. 3.167 kr./md;Grund 751 m²;5 Vær.;14 dage;Opført 1968
6119017f-334a-4449-ad03-1ad1bf9014cc;/adresse/violvej-3-8680-ry;Violvej 38680 Ry;8680 Ry;4.750.000,00 kr.;Energimærke C;Villa;198 m²;Ejerudg. 2.866 kr./md;Grund 972 m²;6 Vær.;14 dage;Opført 1972
17ddfc5a-edb1-4913-be7b-6508130e6411;/adresse/micavej-5-8700-horsens;Micavej 5Haldrup, 8700 Horsens;Haldrup, 8700 Horsens;1.650.000,00 kr.;Energimærke B;Villa;200 m²;Ejerudg. 1.660 kr./md;Grund 886 m²;8 Vær.;14 dage;Opført 1964
f222d955-7e5d-43b8-970d-25d9ea96eefc;/adresse/malling-kirkevej-4b-8340-malling;Malling Kirkevej 4B8340 Malling;8340 Malling;1.345.000,00 kr.;Energimærke C;Ejerlejlighed;50 m²;Ejerudg. 2.540 kr./md;Grund 819 m²;2 Vær.;14 dage;Opført 1900
NA;NA;Lodbergsvej 239G, st. 105g.Søndervig, 6950 Ringkøbing;Søndervig, 6950 Ringkøbing;875.000,00 kr.;Intet energimærke;Fritidsbolig;48 m²;Ejerudg. 1.209 kr./md;Grund 50.273 m²;2 Vær.;14 dage;Opført 1992
660b1e89-2d3d-4a09-bff1-158d0e3255d0;/adresse/aaensvej-3-9981-jerup;Aaensvej 3Bratten, 9981 Jerup;Bratten, 9981 Jerup;325.000,00 kr.;Intet energimærke;Fritidsgrund;Ejerudg. 322 kr./md;Grund 2.705 m²;14 dage;2 Vær.;14 dage;Opført 1992
c67ab531-05ef-4b2f-8a82-37dd0850bc4c;/adresse/vibesti-6-4305-oroe;Vibesti 6Næsby, 4305 Orø;Næsby, 4305 Orø;1.750.000,00 kr.;Intet energimærke;Fritidsbolig;99 m²;Ejerudg. 1.393 kr./md;Grund 1.000 m²;4 Vær.;14 dage;Opført 1962
40686003-1b65-4303-9657-aef28f605b67;/adresse/orebyvej-28-4990-sakskoebing;Orebyvej 284990 Sakskøbing;4990 Sakskøbing;1.295.000,00 kr.;Energimærke C;Villa/Fritidsbolig;165 m²;Ejerudg. 1.786 kr./md;Grund 619 m²;6 Vær.;14 dage;Opført 1910
e6e37538-d491-495a-9316-1d15a73ad2f5;/adresse/poet-strandby-188-7130-juelsminde;Pøt Strandby 188Østrup, 7130 Juelsminde;Østrup, 7130 Juelsminde;2.495.000,00 kr.;Intet energimærke;Fritidsbolig;103 m²;Ejerudg. 1.586 kr./md;Grund 744 m²;4 Vær.;14 dage;Opført 2022
6259fc6f-27b9-46d7-bb4c-0b2d01940cd5;/adresse/lupinhaven-5-2765-smoerum;Lupinhaven 5Smørumnedre, 2765 Smørum;Smørumnedre, 2765 Smørum;4.250.000,00 kr.;Energimærke E;Villa;150 m²;Ejerudg. 4.282 kr./md;Grund 800 m²;5 Vær.;14 dage;Opført 1972
702af133-137a-4a76-b727-dc91533300cb;/adresse/fonnesbechsgade-13a-2-7400-herning;Fonnesbechsgade 13A, 2.7400 Herning;7400 Herning;2.495.000,00 kr.;Energimærke D;Ejerlejlighed;138 m²;Ejerudg. 3.299 kr./md;Grund - m²;5 Vær.;14 dage;Opført 1910
aedf86f5-7d1e-4a15-b8a2-4df708c9a93d;/adresse/praestebjergvej-8b-4792-askeby;Præstebjergvej 8BDamme, 4792 Askeby;Damme, 4792 Askeby;1.495.000,00 kr.;Energimærke C;Villa/Fritidsbolig;196 m²;Ejerudg. 1.690 kr./md;Grund 951 m²;6 Vær.;14 dage;Opført 1988
2244c0aa-c407-4fe5-a67e-a85015b691fe;/adresse/nordskovvej-53a-5750-ringe;Nordskovvej 53AGestelev, 5750 Ringe;Gestelev, 5750 Ringe;2.995.000,00 kr.;Energimærke B;Villa;232 m²;Ejerudg. 3.368 kr./md;Grund 14.055 m²;6 Vær.;14 dage;Opført 1850
c70b5224-87b4-4bd7-a785-05f6f38db497;/adresse/hamarvej-17-8800-viborg;Hamarvej 178800 Viborg;8800 Viborg;695.000,00 kr.;Energimærke C;Andelsbolig;74 m²;Ydelse 3.326 kr./md;Grund 693 m²;3 Vær.;14 dage;Opført 1989
2ab08126-ac31-418f-a015-64a5938c5c9a;/adresse/johannes-v.-jensens-alle-46-4-tv-2000-frederiksberg;Johannes V. Jensens Alle 46, 4. tv.2000 Frederiksberg;2000 Frederiksberg;8.995.000,00 kr.;Energimærke C;Ejerlejlighed;173 m²;Ejerudg. 7.988 kr./md;Grund - m²;6 Vær.;14 dage;Opført 1971
a4c0f1f1-008b-437e-a590-f2833c05462a;/adresse/apollonvej-4-4200-slagelse;Apollonvej 4Drøsselbjerg, 4200 Slagelse;Drøsselbjerg, 4200 Slagelse;1.475.000,00 kr.;Intet energimærke;Fritidsbolig;50 m²;Ejerudg. 1.435 kr./md;Grund 1.200 m²;3 Vær.;14 dage;Opført 1970
bf6986f3-3311-427e-be15-7b85aacc2ff6;/adresse/svaerdborgvej-85-4750-lundby;Sværdborgvej 854750 Lundby;4750 Lundby;4.750.000,00 kr.;Energimærke D;Villa;232 m²;Ejerudg. 4.141 kr./md;Grund 19.999 m²;12 Vær.;14 dage;Opført 1920
65674e54-c5be-4937-8b61-fcd365f7a49e;/adresse/koglevej-37-4560-vig;Koglevej 37Ellinge Lyng, 4560 Vig;Ellinge Lyng, 4560 Vig;1.450.000,00 kr.;Intet energimærke;Fritidsbolig;50 m²;Ejerudg. 1.443 kr./md;Grund 1.245 m²;5 Vær.;14 dage;Opført 1963
81f02ed9-e251-4174-bbe4-1acd451f737d;/adresse/offenbachsvej-143-7500-holstebro;Offenbachsvej 1437500 Holstebro;7500 Holstebro;1.575.000,00 kr.;Energimærke B;Rækkehus;100 m²;Ejerudg. 1.563 kr./md;Grund 357 m²;4 Vær.;14 dage;Opført 1980
b4ab91e8-ddf3-48d5-b9f5-666c4b2ce1f0;/adresse/hedestien-45-9900-frederikshavn;Hedestien 45Understed, 9900 Frederikshavn;Understed, 9900 Frederikshavn;1.695.000,00 kr.;Intet energimærke;Fritidsbolig;60 m²;Ejerudg. 1.044 kr./md;Grund - m²;3 Vær.;14 dage;Opført 2000
0e3fdbc9-d578-48a0-8f6e-1ef4e7fe54c2;/adresse/eventyrbakken-13-5560-aarup;Eventyrbakken 135560 Aarup;5560 Aarup;3.295.000,00 kr.;Energimærke A2015;Villa;167 m²;Ejerudg. 990 kr./md;Grund 1.199 m²;5 Vær.;14 dage;Opført 2024
f8ac4909-0d89-4428-9695-3fe1656d917b;/adresse/hagelundsvej-1-4970-roedby;Hagelundsvej 14970 Rødby;4970 Rødby;1.195.000,00 kr.;Energimærke D;Villa;164 m²;Ejerudg. 1.479 kr./md;Grund 1.070 m²;5 Vær.;14 dage;Opført 1963
a33b63df-70fb-4e45-a247-a28c39f73666;/adresse/kringlevej-2-4040-jyllinge;Kringlevej 24040 Jyllinge;4040 Jyllinge;3.495.000,00 kr.;Energimærke G;Villa;140 m²;Ejerudg. 4.485 kr./md;Grund 7.110 m²;5 Vær.;14 dage;Opført 1800
3a7a7063-2237-4998-8186-b8ac9525df41;/adresse/kobbermoellen-1-6800-varde;Kobbermøllen 16800 Varde;6800 Varde;2.150.000,00 kr.;Energimærke C;Villa;185 m²;Ejerudg. 1.880 kr./md;Grund 915 m²;6 Vær.;14 dage;Opført 1973
9c1bc041-8d84-49a1-bfe1-d821256cf0f6;/adresse/bosagergaarden-15-1-mf-6400-soenderborg;Bosagergården 15, 1. mf.6400 Sønderborg;6400 Sønderborg;393.544,00 kr.;Energimærke B;Andelsbolig;61 m²;Ydelse 2.808 kr./md;Grund 3.639 m²;2 Vær.;14 dage;Opført 1992
1fca4642-f4e5-4793-ab50-4dc5dc34c8c4;/adresse/teglgaardsparken-97-8882-faarvang;Teglgårdsparken 97Truust, 8882 Fårvang;Truust, 8882 Fårvang;1.595.000,00 kr.;Intet energimærke;Fritidsbolig;106 m²;Ejerudg. 975 kr./md;Grund 919 m²;5 Vær.;14 dage;Opført 1975
f38a964a-7455-4e97-bb22-eb9b7e1ecbfd;/adresse/dronning-dagmars-vej-94-3650-oelstykke;Dronning Dagmars Vej 943650 Ølstykke;3650 Ølstykke;2.895.000,00 kr.;Energimærke C;Villa;137 m²;Ejerudg. 3.019 kr./md;Grund 254 m²;6 Vær.;14 dage;Opført 1979
b0c0e7de-e358-4faa-a027-216c9deede6e;/adresse/horsekildevej-3-4-tv-2500-valby;Horsekildevej 3, 4. tv.2500 Valby;2500 Valby;3.598.528,00 kr.;Energimærke B;Andelsbolig;100 m²;Ydelse 3.955 kr./md;Grund 431 m²;4 Vær.;14 dage;Opført 1908
c8ada668-c983-452c-b081-dc8a15048b67;/adresse/skovvaenget-5-8882-faarvang;Skovvænget 58882 Fårvang;8882 Fårvang;2.695.000,00 kr.;Energimærke B;Villa;149 m²;Ejerudg. 1.751 kr./md;Grund 841 m²;5 Vær.;14 dage;Opført 2007
51bc0768-e8e3-4edd-94d1-57df34bc11a7;/adresse/mejlholmgade-18-5000-odense-c;Mejlholmgade 185000 Odense C;5000 Odense C;4.695.000,00 kr.;Energimærke B;Villa;144 m²;Ejerudg. 2.909 kr./md;Grund 760 m²;5 Vær.;14 dage;Opført 2011
24157f4e-052d-40e9-bc64-9ba011ed4256;/adresse/bernhardt-jensens-boulevard-67-3-8000-aarhus-c;Bernhardt Jensens Boulevard 67, 3.8000 Aarhus C;8000 Aarhus C;15.995.000,00 kr.;Energimærke A2015;Ejerlejlighed;215 m²;Ejerudg. 8.279 kr./md;Grund - m²;4 Vær.;14 dage;Opført 2022
030e9d3a-c2ca-42d9-9cc1-7f1a5902949a;/adresse/kirkevej-56-5690-tommerup;Kirkevej 56Tommerup St, 5690 Tommerup;Tommerup St, 5690 Tommerup;3.295.000,00 kr.;Energimærke E;Villa;338 m²;Ejerudg. 3.067 kr./md;Grund 2.862 m²;7 Vær.;14 dage;Opført 1852
da484473-e2a6-4810-93ee-ec2b8f544c2f;/adresse/havegaardsvej-17-4500-nykoebing-sj;Havegårdsvej 17Lumsås, 4500 Nykøbing Sj;Lumsås, 4500 Nykøbing Sj;1.995.000,00 kr.;Intet energimærke;Fritidsbolig;46 m²;Ejerudg. 2.651 kr./md;Grund 1.997 m²;3 Vær.;14 dage;Opført 1968
acb437b2-6926-4167-a20b-d9c7f377c991;/adresse/platzvej-13-7100-vejle;Platzvej 137100 Vejle;7100 Vejle;2.600.000,00 kr.;Intet energimærke;Helårsgrund;Ejerudg. 1.828 kr./md;Grund 900 m²;14 dage;3 Vær.;14 dage;Opført 1968
c05d0464-3de3-4252-a91f-1f3146641e39;/adresse/teglvaerksvej-28d-4450-jyderup;Teglværksvej 28D4450 Jyderup;4450 Jyderup;1.250.000,00 kr.;Energimærke C;Rækkehus;116 m²;Ejerudg. 1.739 kr./md;Grund 148 m²;4 Vær.;14 dage;Opført 1977
1044fdb8-94d0-49e9-9a8a-42c74bfc23ea;/adresse/troejborgvej-24-1-th-8200-aarhus-n;Trøjborgvej 24, 1. th.8200 Aarhus N;8200 Aarhus N;2.045.000,00 kr.;Energimærke C;Ejerlejlighed;48 m²;Ejerudg. 3.205 kr./md;Grund - m²;2 Vær.;14 dage;Opført 1900
f87b7631-c4e4-4677-b9e9-494c1c24b03e;/adresse/holbergsgade-17-3-th-9000-aalborg;Holbergsgade 17, 3. th.9000 Aalborg;9000 Aalborg;1.875.000,00 kr.;Energimærke E;Ejerlejlighed;76 m²;Ejerudg. 2.561 kr./md;Grund - m²;3 Vær.;14 dage;Opført 1910
3e162293-c8df-4634-ae67-d95deb51ed77;/adresse/fossgaardsvej-11-2720-vanloese;Fossgårdsvej 112720 Vanløse;2720 Vanløse;9.250.000,00 kr.;Energimærke C;Villa;162 m²;Ejerudg. 5.484 kr./md;Grund 664 m²;5 Vær.;14 dage;Opført 1932
8899da85-b4e8-4ad6-9aea-a94cf8ec45bb;/adresse/vedelsgade-4b-0-tv-7100-vejle;Vedelsgade 4B, st. tv.7100 Vejle;7100 Vejle;2.495.000,00 kr.;Energimærke C;Ejerlejlighed;101 m²;Ejerudg. 3.234 kr./md;Grund 1.935 m²;3 Vær.;14 dage;Opført 1915
d76c3f57-cc41-4273-9f9a-0a61020d2b0f;/adresse/aksel-moellers-have-4-9-tv-2000-frederiksberg;Aksel Møllers Have 4, 9. tv.2000 Frederiksberg;2000 Frederiksberg;20.000.000,00 kr.;Energimærke D;Ejerlejlighed;154 m²;Ejerudg. 8.159 kr./md;Grund - m²;5 Vær.;14 dage;Opført 1943
637a46df-dbe0-477b-bcf7-5681b653d3c3;/adresse/kvasen-40-7100-vejle;Kvasen 407100 Vejle;7100 Vejle;4.795.000,00 kr.;Energimærke A2015;Rækkehus;163 m²;Ejerudg. 3.468 kr./md;Grund 162 m²;5 Vær.;14 dage;Opført 2020
