bolig_id;addr;vej;zip;pris;energi;type;kvm;ejerudg;grund;vaer;liggetid;alder
99eaf69d-4db9-431e-a701-6b5f18d61a51;/adresse/elmekrogen-19-3200-helsinge;Elmekrogen 193200 Helsinge;3200 Helsinge;3.200.000,00 kr.;Energimærke C;Villa;126 m²;Ejerudg. 2.967 kr./md;Grund 785 m²;3 Vær.;-;Opført 1974
1595ec2c-da2f-4039-8afa-1fcd40c5074c;/adresse/platanalle-11-6000-kolding;Platanalle 11Bramdrupdam, 6000 Kolding;Bramdrupdam, 6000 Kolding;1.245.000,00 kr.;Energimærke C;Villa;100 m²;Ejerudg. 2.139 kr./md;Grund 979 m²;4 Vær.;-;Opført 1965
fba260cd-cd03-4e0a-a767-37674977225d;/adresse/hoejgaardsvej-2-8961-allingaabro;Højgårdsvej 2Vivild, 8961 Allingåbro;Vivild, 8961 Allingåbro;398.000,00 kr.;Intet energimærke;Villa;111 m²;Ejerudg. 1.308 kr./md;Grund 518 m²;2 Vær.;-;Opført 1923
7d08555d-2ce7-4502-85fb-1410c58705f8;/adresse/groenlandsvej-5-9900-frederikshavn;Grønlandsvej 59900 Frederikshavn;9900 Frederikshavn;1.045.000,00 kr.;Energimærke C;Villa;109 m²;Ejerudg. 1.362 kr./md;Grund 686 m²;4 Vær.;-;Opført 1963
e4c760b8-c2fd-434a-97f4-aa138d833da6;/adresse/zoarsvej-5-3480-fredensborg;Zoarsvej 53480 Fredensborg;3480 Fredensborg;5.495.000,00 kr.;Energimærke D;Villa;136 m²;Ejerudg. 5.673 kr./md;Grund 1.129 m²;4 Vær.;-;Opført 1967
8603f1ba-8f0f-417e-aa82-9e0b2dd851b4;/adresse/chl-hansensvej-7-2791-dragoer;Chl Hansensvej 72791 Dragør;2791 Dragør;9.750.000,00 kr.;Energimærke D;Villa;122 m²;Ejerudg. 7.957 kr./md;Grund 432 m²;2 Vær.;-;Opført 1910
4a9c42ee-bb2d-479b-af77-c119d3175c1d;/adresse/sneserevej-44-2770-kastrup;Sneserevej 442770 Kastrup;2770 Kastrup;4.695.000,00 kr.;Energimærke D;Villa;128 m²;Ejerudg. 4.684 kr./md;Grund 724 m²;4 Vær.;-;Opført 1965
c6f96d6d-45c3-4ce4-993d-0281fa885795;/adresse/primulavej-7-6710-esbjerg-v;Primulavej 76710 Esbjerg V;6710 Esbjerg V;1.775.000,00 kr.;Energimærke E;Villa;110 m²;Ejerudg. 2.155 kr./md;Grund 788 m²;4 Vær.;-;Opført 1960
e247cdab-a97b-4fcc-843c-aaf28bda6c83;/adresse/tranekaervej-58-7400-herning;Tranekærvej 58Tjørring, 7400 Herning;Tjørring, 7400 Herning;1.695.000,00 kr.;Energimærke C;Villa;126 m²;Ejerudg. 1.857 kr./md;Grund 813 m²;3 Vær.;-;Opført 1967
ebf276ac-4e97-4a46-a8a9-19ebe5568e1f;/adresse/fynsvej-33-4600-koege;Fynsvej 334600 Køge;4600 Køge;4.750.000,00 kr.;Energimærke D;Villa;145 m²;Ejerudg. 3.265 kr./md;Grund 919 m²;4 Vær.;-;Opført 1969
351318bc-eec7-4bcd-aea9-d3ef807e790f;/adresse/blaabjergvej-90-6830-noerre-nebel;Blåbjergvej 90Houstrup, 6830 Nørre Nebel;Houstrup, 6830 Nørre Nebel;1.495.000,00 kr.;Energimærke G;Villa;85 m²;Ejerudg. 1.180 kr./md;Grund 824 m²;4 Vær.;-;Opført 1887
1d85eb73-8c94-472d-a4ad-d9a095d38863;/adresse/dahlsvej-10-9330-dronninglund;Dahlsvej 109330 Dronninglund;9330 Dronninglund;795.000,00 kr.;Energimærke C;Villa;77 m²;Ejerudg. 1.343 kr./md;Grund 394 m²;3 Vær.;-;Opført 1910
bc40e1da-1829-439a-b31b-9bfc3a8723b0;/adresse/kimingen-6-7600-struer;Kimingen 6Venø, 7600 Struer;Venø, 7600 Struer;2.975.000,00 kr.;Energimærke C;Villa/Fritidsbolig;166 m²;Ejerudg. 2.061 kr./md;Grund 1.753 m²;4 Vær.;-;Opført 1890
66e32116-ccae-4558-a1ce-d5e194f494b9;/adresse/jeckelsvej-9-9990-skagen;Jeckelsvej 99990 Skagen;9990 Skagen;8.795.000,00 kr.;Energimærke D;Villa/Fritidsbolig;157 m²;Ejerudg. 3.940 kr./md;Grund 525 m²;3 Vær.;-;Opført 1929
739c1df6-63ab-4bdb-a07a-889e7c0caa8c;/adresse/loevvaenget-19b-3100-hornbaek;Løvvænget 19B3100 Hornbæk;3100 Hornbæk;3.495.000,00 kr.;Energimærke D;Villa;111 m²;Ejerudg. 2.991 kr./md;Grund 1.158 m²;4 Vær.;-;Opført 1983
2fb4940b-408c-4733-82a1-bb116013998e;/adresse/kirkegade-3-7673-harbooere;Kirkegade 37673 Harboøre;7673 Harboøre;398.000,00 kr.;Energimærke E;Villa/Fritidsbolig;107 m²;Ejerudg. 932 kr./md;Grund 305 m²;4 Vær.;-;Opført 1963
28bcf383-0af7-427a-a6f2-9ef9b0fb9302;/adresse/pilealle-10-4760-vordingborg;Pilealle 104760 Vordingborg;4760 Vordingborg;2.250.000,00 kr.;Energimærke E;Villa/Fritidsbolig;140 m²;Ejerudg. 2.382 kr./md;Grund 800 m²;3 Vær.;-;Opført 1934
6dbf2ed9-3f10-4f04-b440-cdecbaef32c5;/adresse/myrtebo-12-9210-aalborg-soe;Myrtebo 129210 Aalborg SØ;9210 Aalborg SØ;3.295.000,00 kr.;Energimærke C;Villa;150 m²;Ejerudg. 2.329 kr./md;Grund 786 m²;4 Vær.;-;Opført 2000
5a175006-66ab-4d1c-bd1c-c7e8f40029c2;/adresse/fraendevej-8-0-2870-dyssegaard;Frændevej 8, st.2870 Dyssegård;2870 Dyssegård;6.995.000,00 kr.;Energimærke D;Villa;101 m²;Ejerudg. 3.407 kr./md;Grund 906 m²;3 Vær.;-;Opført 1936
d6d19d1e-e271-4715-a6ab-81728b57ea26;/adresse/martinsvej-4-5700-svendborg;Martinsvej 45700 Svendborg;5700 Svendborg;2.395.000,00 kr.;Energimærke D;Villa;132 m²;Ejerudg. 2.269 kr./md;Grund 750 m²;3 Vær.;-;Opført 1967
90b10301-e5fb-4c17-861a-fe4f0517bc6a;/adresse/langemosevej-10-5853-oerbaek;Langemosevej 105853 Ørbæk;5853 Ørbæk;1.695.000,00 kr.;Energimærke D;Villa/Landejendom;107 m²;Ejerudg. 2.857 kr./md;Grund 17.433 m²;4 Vær.;-;Opført 1908
aaa486d3-6e5b-4f54-969a-99b22b3b9a93;/adresse/kastanievej-25-4990-sakskoebing;Kastanievej 254990 Sakskøbing;4990 Sakskøbing;595.000,00 kr.;Energimærke D;Villa/Fritidsbolig;110 m²;Ejerudg. 1.273 kr./md;Grund 690 m²;4 Vær.;-;Opført 1950
35ae86b4-eaf4-409b-b6a2-7e3205d57edc;/adresse/viekaer-21-2950-vedbaek;Viekær 21Trørød, 2950 Vedbæk;Trørød, 2950 Vedbæk;8.950.000,00 kr.;Energimærke A2015;Villa;151 m²;Ejerudg. 6.631 kr./md;Grund 924 m²;4 Vær.;-;Opført 1964
735d816b-09d6-4228-8670-b69c0baafcf4;/adresse/anneksvej-2-8530-hjortshoej;Anneksvej 2Mejlby, 8530 Hjortshøj;Mejlby, 8530 Hjortshøj;1.398.000,00 kr.;Energimærke E;Villa;116 m²;Ejerudg. 1.563 kr./md;Grund 604 m²;4 Vær.;-;Opført 1933
131e7f17-4130-45d2-8dfa-054edf5e05d1;/adresse/klokkestoebergade-18-9000-aalborg;Klokkestøbergade 189000 Aalborg;9000 Aalborg;2.295.000,00 kr.;Energimærke B;Villa;44 m²;Ejerudg. 1.919 kr./md;Grund 55 m²;2 Vær.;-;Opført 1820
74743291-e81c-474a-992e-560330912515;/adresse/skraenten-15-7620-lemvig;Skrænten 157620 Lemvig;7620 Lemvig;995.000,00 kr.;Energimærke D;Villa;65 m²;Ejerudg. 1.073 kr./md;Grund 450 m²;2 Vær.;-;Opført 1948
0475991b-cb73-4dd1-bd8b-6d242801bd2e;/adresse/kloevervej-63-9900-frederikshavn;Kløvervej 639900 Frederikshavn;9900 Frederikshavn;745.000,00 kr.;Energimærke C;Villa;95 m²;Ejerudg. 1.352 kr./md;Grund 1.141 m²;2 Vær.;-;Opført 1930
105af604-e86f-4b38-b386-96829a15e5a8;/adresse/overlaege-ottosens-vej-16-9900-frederikshavn;Overlæge Ottosens Vej 169900 Frederikshavn;9900 Frederikshavn;1.295.000,00 kr.;Energimærke C;Villa;114 m²;Ejerudg. 1.433 kr./md;Grund 671 m²;4 Vær.;-;Opført 1949
2b7ba384-e548-4adc-a4f6-6348302b2bca;/adresse/hjoerringvej-212-9900-frederikshavn;Hjørringvej 212Ravnshøj, 9900 Frederikshavn;Ravnshøj, 9900 Frederikshavn;95.000,00 kr.;Energimærke G;Villa;92 m²;Ejerudg. 1.193 kr./md;Grund 790 m²;3 Vær.;-;Opført 1922
a9ce1a0a-aa19-45b3-ad64-71c2b2ce96ad;/adresse/soelbjergvej-11-4780-stege;Sølbjergvej 11St Lind, 4780 Stege;St Lind, 4780 Stege;1.195.000,00 kr.;Energimærke E;Villa/Fritidsbolig;154 m²;Ejerudg. 1.371 kr./md;Grund 1.182 m²;4 Vær.;-;Opført 1775
c03b1b7d-e159-4a3b-968b-f1d357c6c8e4;/adresse/tjoernevaenget-8-3730-nexoe;Tjørnevænget 8Nexø, 3730 Nexø;Nexø, 3730 Nexø;1.595.000,00 kr.;Energimærke C;Villa;126 m²;Ejerudg. 1.697 kr./md;Grund 1.105 m²;4 Vær.;-;Opført 1966
8796c8f4-b9dd-44a1-a76b-bf2a7cedd137;/adresse/nyhusvej-5-8585-glesborg;Nyhusvej 5Glesborg Mk, 8585 Glesborg;Glesborg Mk, 8585 Glesborg;1.995.000,00 kr.;Energimærke C;Villa;118 m²;Ejerudg. 1.945 kr./md;Grund 19.990 m²;4 Vær.;-;Opført 1907
b26dfce6-499c-494d-ae9b-3fbc25b421f0;/adresse/poppelvej-27-8850-bjerringbro;Poppelvej 278850 Bjerringbro;8850 Bjerringbro;1.095.000,00 kr.;Energimærke D;Villa;90 m²;Ejerudg. 1.276 kr./md;Grund 797 m²;3 Vær.;-;Opført 1962
30e42d28-d13e-4245-9f4b-163af882307a;/adresse/mysundevej-8-7100-vejle;Mysundevej 87100 Vejle;7100 Vejle;2.495.000,00 kr.;Energimærke D;Villa;129 m²;Ejerudg. 2.394 kr./md;Grund 777 m²;4 Vær.;-;Opført 1966
43802baa-5663-42ec-9464-57288ca5cdec;/adresse/sdr.-hoejrupvejen-20-5750-ringe;Sdr. Højrupvejen 20Sønder Højrup, 5750 Ringe;Sønder Højrup, 5750 Ringe;1.495.000,00 kr.;Energimærke D;Villa;99 m²;Ejerudg. 1.025 kr./md;Grund 814 m²;3 Vær.;-;Opført 1958
a5df3df6-a1d8-4ac2-987e-b0fcfcf09196;/adresse/finnedalsvej-12-2770-kastrup;Finnedalsvej 122770 Kastrup;2770 Kastrup;4.595.000,00 kr.;Energimærke E;Villa;126 m²;Ejerudg. 4.430 kr./md;Grund 669 m²;3 Vær.;-;Opført 1959
be7e5e1b-3d71-4c89-aa07-63b3c5014f63;/adresse/klokkevangsvej-4-3360-liseleje;Klokkevangsvej 43360 Liseleje;3360 Liseleje;2.995.000,00 kr.;Energimærke D;Villa/Fritidsbolig;160 m²;Ejerudg. 3.460 kr./md;Grund 1.131 m²;4 Vær.;-;Opført 1963
1e4fc491-e0ed-4383-8be1-a3c9f10886b5;/adresse/gimlingevej-15-4200-slagelse;Gimlingevej 15Flakkebjerg, 4200 Slagelse;Flakkebjerg, 4200 Slagelse;895.000,00 kr.;Energimærke D;Villa;112 m²;Ejerudg. 1.616 kr./md;Grund 592 m²;4 Vær.;-;Opført 1910
18127733-fde4-4675-a7d4-7750f6387a54;/adresse/enghaven-20-8444-balle;Enghaven 208444 Balle;8444 Balle;875.000,00 kr.;Energimærke C;Villa;180 m²;Ejerudg. 1.234 kr./md;Grund 1.220 m²;4 Vær.;-;Opført 1940
36ad75a2-dc68-42ec-a185-07d7067df8a3;/adresse/marstrup-kirkevej-73-6100-haderslev;Marstrup Kirkevej 736100 Haderslev;6100 Haderslev;895.000,00 kr.;Energimærke D;Villa;116 m²;Ejerudg. 1.087 kr./md;Grund 901 m²;4 Vær.;-;Opført 1951
e9b31dc6-afd8-4f0b-8c4d-186c698a53a8;/adresse/thyhyttevej-8-3500-vaerloese;Thyhyttevej 83500 Værløse;3500 Værløse;2.995.000,00 kr.;Energimærke E;Villa;98 m²;Ejerudg. 3.810 kr./md;Grund 408 m²;4 Vær.;-;Opført 1962
989da2bf-8ce1-4b2d-aeee-606d29856d3e;/adresse/albanivej-54-5792-aarslev;Albanivej 54Nørre Lyndelse, 5792 Årslev;Nørre Lyndelse, 5792 Årslev;895.000,00 kr.;Energimærke E;Villa;81 m²;Ejerudg. 1.431 kr./md;Grund 998 m²;2 Vær.;-;Opført 1954
59447657-0cc4-4076-a526-03f43fee27a3;/adresse/vestervang-5-6070-christiansfeld;Vestervang 56070 Christiansfeld;6070 Christiansfeld;1.145.000,00 kr.;Energimærke G;Villa;80 m²;Ejerudg. 1.569 kr./md;Grund 1.146 m²;3 Vær.;-;Opført 1956
6ed4f40d-3ea3-4ba6-894b-4db872f4758f;/adresse/pilekrattet-16-8850-bjerringbro;Pilekrattet 168850 Bjerringbro;8850 Bjerringbro;1.295.000,00 kr.;Energimærke C;Villa;127 m²;Ejerudg. 1.624 kr./md;Grund 885 m²;3 Vær.;-;Opført 1968
18b45fda-61e6-46d9-b2ac-11d947174ada;/adresse/aertebjergvej-4-4660-store-heddinge;Ærtebjergvej 4Lyderslev, 4660 Store Heddinge;Lyderslev, 4660 Store Heddinge;1.429.000,00 kr.;Energimærke D;Villa;134 m²;Ejerudg. 1.277 kr./md;Grund 1.379 m²;4 Vær.;-;Opført 1912
2e1a2741-54ef-47f6-a26c-f065f71c73a3;/adresse/mejlskovvej-1-2770-kastrup;Mejlskovvej 12770 Kastrup;2770 Kastrup;4.300.000,00 kr.;Energimærke F;Villa;144 m²;Ejerudg. 3.851 kr./md;Grund 713 m²;4 Vær.;-;Opført 1938
ff9be51b-75d3-4df8-812d-54f9ee485cff;/adresse/vingetoften-23-8462-harlev-j;Vingetoften 238462 Harlev J;8462 Harlev J;3.650.000,00 kr.;Energimærke D;Villa;137 m²;Ejerudg. 2.493 kr./md;Grund 800 m²;4 Vær.;-;Opført 1966
e3f5a3a9-3d66-4495-8b90-9530b7fee0aa;/adresse/bakkehaeldet-5-4600-koege;Bakkehældet 5Valløby, 4600 Køge;Valløby, 4600 Køge;2.495.000,00 kr.;Energimærke C;Villa;123 m²;Ejerudg. 1.848 kr./md;Grund 884 m²;4 Vær.;-;Opført 1974
93431fd1-3247-47e5-9786-c96e0c6cb498;/adresse/lyngdal-2-8680-ry;Lyngdal 2Gl. Rye, 8680 Ry;Gl. Rye, 8680 Ry;2.595.000,00 kr.;Energimærke D;Villa;113 m²;Ejerudg. 1.981 kr./md;Grund 811 m²;4 Vær.;-;Opført 1969
736d5411-5909-437e-b3eb-c98c77ad5cb3;/adresse/birkevej-27-4681-herfoelge;Birkevej 274681 Herfølge;4681 Herfølge;2.995.000,00 kr.;Energimærke D;Villa;121 m²;Ejerudg. 2.349 kr./md;Grund 968 m²;4 Vær.;-;Opført 1968
3ba69278-73d5-4d48-904c-aee26a6953b3;/adresse/rolighedsvej-7-9620-aalestrup;Rolighedsvej 79620 Aalestrup;9620 Aalestrup;750.000,00 kr.;Energimærke D;Villa;100 m²;Ejerudg. 1.183 kr./md;Grund 1.458 m²;2 Vær.;1 dag;Opført 1948
ee006f4a-d2a3-419f-b8b2-96279090c805;/adresse/nymarks-alle-258-8320-maarslet;Nymarks Allé 2588320 Mårslet;8320 Mårslet;7.200.000,00 kr.;Energimærke C;Villa;190 m²;Ejerudg. 3.291 kr./md;Grund 703 m²;4 Vær.;1 dag;Opført 2009
72a6a605-92d6-492d-b0f7-767dd7f50040;/adresse/moselundsvej-29-3540-lynge;Moselundsvej 293540 Lynge;3540 Lynge;3.750.000,00 kr.;Energimærke D;Villa;116 m²;Ejerudg. 3.536 kr./md;Grund 858 m²;4 Vær.;1 dag;Opført 1964
c2f3848d-d6e4-4998-8d73-b3ee45ed3659;/adresse/risbjergvej-31-4291-ruds-vedby;Risbjergvej 31Risbjerg, 4291 Ruds Vedby;Risbjerg, 4291 Ruds Vedby;495.000,00 kr.;Intet energimærke;Villa;144 m²;Ejerudg. 1.574 kr./md;Grund 874 m²;3 Vær.;1 dag;Opført 1877
9cda447c-5ba3-46e1-b183-4a90486856b0;/adresse/frederiksvej-10-8800-viborg;Frederiksvej 108800 Viborg;8800 Viborg;2.195.000,00 kr.;Energimærke E;Villa;108 m²;Ejerudg. 2.491 kr./md;Grund 841 m²;4 Vær.;1 dag;Opført 1954
a4c261ab-bc24-4cc7-b244-b3b4762dd205;/adresse/marbjergvej-24-2700-broenshoej;Marbjergvej 242700 Brønshøj;2700 Brønshøj;4.495.000,00 kr.;Energimærke E;Villa;97 m²;Ejerudg. 3.446 kr./md;Grund 681 m²;4 Vær.;1 dag;Opført 1937
1fa05273-9198-49f1-812b-5de7d01f7728;/adresse/enggaardsvej-16-4490-jerslev-sjaelland;Enggårdsvej 16Ubby, 4490 Jerslev Sjælland;Ubby, 4490 Jerslev Sjælland;1.550.000,00 kr.;Energimærke E;Villa;120 m²;Ejerudg. 1.491 kr./md;Grund 912 m²;4 Vær.;1 dag;Opført 1974
d3c08989-08bc-4056-bf2d-b37bb6dff55b;/adresse/gl-guldagervej-17a-6710-esbjerg-v;Gl Guldagervej 17AHjerting, 6710 Esbjerg V;Hjerting, 6710 Esbjerg V;6.998.000,00 kr.;Energimærke B;Villa;157 m²;Ejerudg. 4.316 kr./md;Grund 807 m²;2 Vær.;1 dag;Opført 2010
1f12b8e0-cb0d-4c89-aba1-53bf3f58ef1c;/adresse/aastoften-14-4000-roskilde;Aastoften 14Svogerslev, 4000 Roskilde;Svogerslev, 4000 Roskilde;2.995.000,00 kr.;Energimærke C;Villa;166 m²;Ejerudg. 3.521 kr./md;Grund 760 m²;4 Vær.;1 dag;Opført 1967
df7427f0-2f9f-4399-a070-086e6fdf0082;/adresse/bjerrevej-71-8700-horsens;Bjerrevej 718700 Horsens;8700 Horsens;1.495.000,00 kr.;Energimærke F;Villa;78 m²;Ejerudg. 1.803 kr./md;Grund 683 m²;3 Vær.;1 dag;Opført 1956
a20e73b6-a2cf-4fbd-823b-1a01d6228bab;/adresse/hvidovre-alle-9a-2650-hvidovre;Hvidovre Alle 9A2650 Hvidovre;2650 Hvidovre;6.495.000,00 kr.;Energimærke D;Villa;111 m²;Ejerudg. 4.930 kr./md;Grund 702 m²;4 Vær.;1 dag;Opført 1968
16a106c4-2989-46a4-9571-49b2db369e4d;/adresse/stenvaenget-5-6560-sommersted;Stenvænget 56560 Sommersted;6560 Sommersted;545.000,00 kr.;Energimærke D;Villa;136 m²;Ejerudg. 1.202 kr./md;Grund 1.249 m²;4 Vær.;1 dag;Opført 1974
9fd16e64-9769-4c8a-b4eb-0053be044128;/adresse/silkeborgvej-663-8220-brabrand;Silkeborgvej 6638220 Brabrand;8220 Brabrand;3.198.000,00 kr.;Energimærke E;Villa;118 m²;Ejerudg. 3.220 kr./md;Grund 1.002 m²;4 Vær.;1 dag;Opført 1947
9e04e64b-0286-42ae-8efc-599e68a07006;/adresse/skaerbakken-8-3210-vejby;Skærbakken 83210 Vejby;3210 Vejby;2.650.000,00 kr.;Energimærke C;Villa;108 m²;Ejerudg. 2.101 kr./md;Grund 902 m²;4 Vær.;1 dag;Opført 1986
940794b3-d3ed-4386-bbc2-d8bee1d03c1e;/adresse/noerregade-27-7480-vildbjerg;Nørregade 277480 Vildbjerg;7480 Vildbjerg;645.000,00 kr.;Energimærke E;Villa;126 m²;Ejerudg. 942 kr./md;Grund 600 m²;4 Vær.;1 dag;Opført 1963
ebe95864-2ffe-4aad-9575-791897c76763;/adresse/boellemosegyden-135-5491-blommenslyst;Bøllemosegyden 135Radby, 5491 Blommenslyst;Radby, 5491 Blommenslyst;1.250.000,00 kr.;Energimærke E;Villa;117 m²;Ejerudg. 1.373 kr./md;Grund 923 m²;4 Vær.;1 dag;Opført 1777
7a67926f-902a-473f-9b42-892214cb9a85;/adresse/strandvejen-32a-6720-fanoe;Strandvejen 32ANordby, 6720 Fanø;Nordby, 6720 Fanø;2.175.000,00 kr.;Energimærke D;Villa;149 m²;Ejerudg. 1.778 kr./md;Grund 919 m²;4 Vær.;1 dag;Opført 1976
6b6ece13-0c58-4c0f-afc7-00dbbb457ce4;/adresse/solsortevej-7a-8210-aarhus-v;Solsortevej 7A8210 Aarhus V;8210 Aarhus V;5.245.000,00 kr.;Energimærke C;Villa;111 m²;Ejerudg. 3.875 kr./md;Grund 523 m²;4 Vær.;1 dag;Opført 1967
f5fd0490-45e8-4726-bcaa-ba499dc1509f;/adresse/moellebjerg-39-2680-solroed-strand;Møllebjerg 39Solrød, 2680 Solrød Strand;Solrød, 2680 Solrød Strand;5.350.000,00 kr.;Energimærke C;Villa;175 m²;Ejerudg. 3.234 kr./md;Grund 536 m²;4 Vær.;1 dag;Opført 1989
c92b78f0-901f-4dcd-b6c5-1209ae70910c;/adresse/vorrevej-41-8541-skoedstrup;Vorrevej 41Vorre, 8541 Skødstrup;Vorre, 8541 Skødstrup;3.495.000,00 kr.;Energimærke D;Villa;130 m²;Ejerudg. 2.240 kr./md;Grund 1.695 m²;4 Vær.;1 dag;Opført 1897
68f37375-14f7-4a11-a7ee-519b9857911c;/adresse/anemonevej-8-7000-fredericia;Anemonevej 87000 Fredericia;7000 Fredericia;3.495.000,00 kr.;Energimærke C;Villa;149 m²;Ejerudg. 2.406 kr./md;Grund 493 m²;4 Vær.;1 dag;Opført 1927
f94df7aa-d9b1-4c9d-9539-aeddb5d24f20;/adresse/fjeldstedvej-33-2650-hvidovre;Fjeldstedvej 332650 Hvidovre;2650 Hvidovre;4.995.000,00 kr.;Energimærke D;Villa;126 m²;Ejerudg. 4.789 kr./md;Grund 875 m²;4 Vær.;1 dag;Opført 1963
6a7b3811-74e9-4ad9-a266-8513f25b75e7;/adresse/baardesoevej-5-5450-otterup;Bårdesøvej 5Vellinge, 5450 Otterup;Vellinge, 5450 Otterup;1.095.000,00 kr.;Energimærke E;Villa;120 m²;Ejerudg. 1.269 kr./md;Grund 1.144 m²;3 Vær.;1 dag;Opført 1925
da08fc63-3dbb-43ef-8ec2-94dbc4f78481;/adresse/oerhagevej-55-7700-thisted;Ørhagevej 55Klitmøller, 7700 Thisted;Klitmøller, 7700 Thisted;1.875.000,00 kr.;Energimærke D;Villa;146 m²;Ejerudg. 2.493 kr./md;Grund 948 m²;3 Vær.;1 dag;Opført 1960
55633ff3-6615-40e7-97e2-d7fbafd58831;/adresse/solskraenten-6-8220-brabrand;Solskrænten 68220 Brabrand;8220 Brabrand;2.498.000,00 kr.;Energimærke C;Villa;88 m²;Ejerudg. 2.717 kr./md;Grund 705 m²;3 Vær.;1 dag;Opført 1960
f97f10d4-107f-411b-9e0c-229eff953dd8;/adresse/stengaardsvej-25-4690-haslev;Stengårdsvej 254690 Haslev;4690 Haslev;1.955.000,00 kr.;Energimærke F;Villa;144 m²;Ejerudg. 3.246 kr./md;Grund 943 m²;4 Vær.;1 dag;Opført 1955
2cf14e37-a706-48fb-9b50-cc0a2cbbcead;/adresse/skovsgaardsvaenget-5-8362-hoerning;Skovsgårdsvænget 58362 Hørning;8362 Hørning;3.995.000,00 kr.;Energimærke C;Villa;146 m²;Ejerudg. 3.080 kr./md;Grund 846 m²;4 Vær.;1 dag;Opført 2001
ec0b5d47-1f5f-46b2-9fbe-25ce1b3f0ca9;/adresse/lerchenfeldvej-56-4400-kalundborg;Lerchenfeldvej 564400 Kalundborg;4400 Kalundborg;2.395.000,00 kr.;Energimærke C;Villa;114 m²;Ejerudg. 1.673 kr./md;Grund 816 m²;3 Vær.;1 dag;Opført 2002
958d378f-cd98-4fee-9a3d-47d33f1bde29;/adresse/toemmerpladsen-3-7451-sunds;Tømmerpladsen 3Simmelkær, 7451 Sunds;Simmelkær, 7451 Sunds;1.195.000,00 kr.;Energimærke C;Villa;137 m²;Ejerudg. 1.033 kr./md;Grund 866 m²;4 Vær.;1 dag;Opført 1995
335724df-9e10-4474-ba1d-e0aa069a0284;/adresse/poppelvej-8-4654-faxe-ladeplads;Poppelvej 84654 Faxe Ladeplads;4654 Faxe Ladeplads;1.895.000,00 kr.;Energimærke F;Villa;77 m²;Ejerudg. 1.782 kr./md;Grund 690 m²;3 Vær.;1 dag;Opført 1972
daee4ba8-b025-4db7-88be-e689e2fce8c3;/adresse/engvej-320-9440-aabybro;Engvej 320Nørhalne, 9440 Aabybro;Nørhalne, 9440 Aabybro;1.795.000,00 kr.;Energimærke D;Villa;130 m²;Ejerudg. 2.019 kr./md;Grund 20.671 m²;4 Vær.;1 dag;Opført 1917
514d2dbf-01db-4223-bd53-7ff2f3e70440;/adresse/strandvaenget-10-4760-vordingborg;Strandvænget 104760 Vordingborg;4760 Vordingborg;1.195.000,00 kr.;Energimærke C;Villa;96 m²;Ejerudg. 1.772 kr./md;Grund 717 m²;4 Vær.;1 dag;Opført 1955
e2d5c126-9237-4442-a2af-6a97f6bbc0ae;/adresse/ahornvej-17-3200-helsinge;Ahornvej 173200 Helsinge;3200 Helsinge;2.145.000,00 kr.;Energimærke F;Villa;97 m²;Ejerudg. 2.893 kr./md;Grund 835 m²;4 Vær.;1 dag;Opført 1960
ebdbd044-b3e6-47e7-99d2-768b8c8e76da;/adresse/oestre-alle-2-9000-aalborg;Østre Alle 29000 Aalborg;9000 Aalborg;2.195.000,00 kr.;Energimærke D;Villa;105 m²;Ejerudg. 2.076 kr./md;Grund 242 m²;3 Vær.;1 dag;Opført 1918
80bf86bd-c4c7-478c-8c30-a34cb9852be0;/adresse/vibevej-33-9982-aalbaek;Vibevej 339982 Ålbæk;9982 Ålbæk;895.000,00 kr.;Energimærke C;Villa;177 m²;Ejerudg. 2.023 kr./md;Grund 1.188 m²;4 Vær.;1 dag;Opført 1973
4e04448c-ed71-4478-bb0b-897a016d2e5d;/adresse/hoejvangen-11a-4470-sveboelle;Højvangen 11A4470 Svebølle;4470 Svebølle;1.195.000,00 kr.;Energimærke C;Villa;109 m²;Ejerudg. 1.398 kr./md;Grund 700 m²;3 Vær.;1 dag;Opført 1972
fa091b7d-8f3a-4581-b5f6-ea9bfd542bb6;/adresse/raadhusvej-36-4540-faarevejle;Rådhusvej 364540 Fårevejle;4540 Fårevejle;845.000,00 kr.;Energimærke C;Villa;77 m²;Ejerudg. 1.171 kr./md;Grund 856 m²;3 Vær.;1 dag;Opført 1920
08c3b412-cefc-4156-b82c-bd6ff733e2cd;/adresse/norgesvej-26-7500-holstebro;Norgesvej 267500 Holstebro;7500 Holstebro;1.295.000,00 kr.;Energimærke C;Villa;105 m²;Ejerudg. 1.715 kr./md;Grund 540 m²;3 Vær.;1 dag;Opført 1943
442cf8e6-3e7c-4f85-a79d-bb8c88bde106;/adresse/hyldetoften-20-4281-goerlev;Hyldetoften 204281 Gørlev;4281 Gørlev;1.595.000,00 kr.;Energimærke B;Villa;160 m²;Ejerudg. 2.633 kr./md;Grund 852 m²;4 Vær.;1 dag;Opført 2009
NA;NA;Sejersvej 43+417900 Nykøbing M;7900 Nykøbing M;2.195.000,00 kr.;Energimærke D;Villa;220 m²;Ejerudg. 2.689 kr./md;Grund 1.501 m²;4 Vær.;1 dag;Opført 1934
